county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat
18019,Clark County,IN,18097,Marion County,93.11,4
31095,Jefferson County,NE,31055,Douglas County,93.19,4
53073,Whatcom County,WA,53033,King County,93.21,4
5101,Newton County,AR,5119,Pulaski County,93.41,4
29173,Ralls County,MO,29510,St. Louis County,93.45,4
48277,Lamar County,TX,48113,Dallas County,93.52,4
54055,Mercer County,WV,54011,Cabell County,93.65,4
37199,Yancey County,NC,37119,Mecklenburg County,93.80,4
4019,Pima County,AZ,4013,Maricopa County,93.81,4
20207,Woodson County,KS,20173,Sedgwick County,94.00,4
24039,Somerset County,MD,24510,Baltimore County,94.02,4
5065,Izard County,AR,5119,Pulaski County,94.04,4
46025,Clark County,SD,46099,Minnehaha County,94.07,4
47017,Carroll County,TN,47037,Davidson County,94.12,4
20205,Wilson County,KS,20173,Sedgwick County,94.21,4
19137,Montgomery County,IA,19153,Polk County,94.23,4
5037,Cross County,AR,5119,Pulaski County,94.31,4
13083,Dade County,GA,13121,Fulton County,94.32,4
13147,Hart County,GA,13121,Fulton County,94.38,4
37037,Chatham County,NC,37119,Mecklenburg County,94.49,4
45067,Marion County,SC,45019,Charleston County,94.57,4
40043,Dewey County,OK,40109,Oklahoma County,94.61,4
51057,Essex County,VA,51810,Virginia Beach County,94.69,4
47153,Sequatchie County,TN,47037,Davidson County,94.70,4
48159,Franklin County,TX,48113,Dallas County,94.70,4
17053,Ford County,IL,17031,Cook County,94.72,4
55139,Winnebago County,WI,55079,Milwaukee County,94.74,4
45051,Horry County,SC,45019,Charleston County,94.74,4
27043,Faribault County,MN,27053,Hennepin County,94.78,4
29007,Audrain County,MO,29510,St. Louis County,94.79,4
38027,Eddy County,ND,38017,Cass County,94.79,4
8043,Fremont County,CO,8031,Denver County,94.79,4
1033,Colbert County,AL,1073,Jefferson County,94.81,4
37105,Lee County,NC,37119,Mecklenburg County,94.96,4
46073,Jerauld County,SD,46099,Minnehaha County,95.05,4
5099,Nevada County,AR,5119,Pulaski County,95.09,4
21199,Pulaski County,KY,21111,Jefferson County,95.16,4
51760,Richmond city,VA,51810,Virginia Beach County,95.36,4
19101,Jefferson County,IA,19153,Polk County,95.40,4
21173,Montgomery County,KY,21111,Jefferson County,95.45,4
45061,Lee County,SC,45019,Charleston County,95.51,4
51041,Chesterfield County,VA,51810,Virginia Beach County,95.53,4
31125,Nance County,NE,31055,Douglas County,95.57,4
46023,Charles Mix County,SD,46099,Minnehaha County,95.74,4
40069,Johnston County,OK,40109,Oklahoma County,95.83,4
13105,Elbert County,GA,13121,Fulton County,95.86,4
40003,Alfalfa County,OK,40109,Oklahoma County,95.88,4
26023,Branch County,MI,26163,Wayne County,95.90,4
41041,Lincoln County,OR,41051,Multnomah County,96.09,4
16085,Valley County,ID,16001,Ada County,96.28,4
22101,St. Mary Parish,LA,22071,Orleans Parish,96.29,4
35031,McKinley County,NM,35001,Bernalillo County,96.37,4
47077,Henderson County,TN,47037,Davidson County,96.50,4
53027,Grays Harbor County,WA,53033,King County,96.52,4
29179,Reynolds County,MO,29510,St. Louis County,96.52,4
19081,Hancock County,IA,19153,Polk County,96.53,4
29125,Maries County,MO,29510,St. Louis County,96.61,4
8037,Eagle County,CO,8031,Denver County,96.77,4
27127,Redwood County,MN,27053,Hennepin County,96.77,4
19047,Crawford County,IA,19153,Polk County,96.84,4
13241,Rabun County,GA,13121,Fulton County,96.87,4
47007,Bledsoe County,TN,47037,Davidson County,96.91,4
47115,Marion County,TN,47037,Davidson County,97.00,4
26057,Gratiot County,MI,26163,Wayne County,97.38,4
1017,Chambers County,AL,1073,Jefferson County,97.42,4
19033,Cerro Gordo County,IA,19153,Polk County,97.47,4
37001,Alamance County,NC,37119,Mecklenburg County,97.47,4
28097,Montgomery County,MS,28049,Hinds County,97.74,4
55025,Dane County,WI,55079,Milwaukee County,97.83,4
42037,Columbia County,PA,42101,Philadelphia County,97.88,4
31121,Merrick County,NE,31055,Douglas County,97.92,4
37157,Rockingham County,NC,37119,Mecklenburg County,98.01,4
17155,Putnam County,IL,17031,Cook County,98.05,4
1085,Lowndes County,AL,1073,Jefferson County,98.16,4
21057,Cumberland County,KY,21111,Jefferson County,98.17,4
55021,Columbia County,WI,55079,Milwaukee County,98.20,4
54101,Webster County,WV,54011,Cabell County,98.23,4
13289,Twiggs County,GA,13121,Fulton County,98.30,4
53015,Cowlitz County,WA,53033,King County,98.43,4
21065,Estill County,KY,21111,Jefferson County,98.47,4
32017,Lincoln County,NV,32003,Clark County,98.49,4
20061,Geary County,KS,20173,Sedgwick County,98.49,4
50003,Bennington County,VT,50007,Chittenden County,98.50,4
19183,Washington County,IA,19153,Polk County,98.54,4
49007,Carbon County,UT,49035,Salt Lake County,98.55,4
29065,Dent County,MO,29510,St. Louis County,98.56,4
8057,Jackson County,CO,8031,Denver County,98.60,4
40091,McIntosh County,OK,40109,Oklahoma County,98.62,4
21149,McLean County,KY,21111,Jefferson County,98.70,4
37021,Buncombe County,NC,37119,Mecklenburg County,98.75,4
1071,Jackson County,AL,1073,Jefferson County,98.75,4
13317,Wilkes County,GA,13121,Fulton County,98.79,4
47137,Pickett County,TN,47037,Davidson County,98.84,4
19017,Bremer County,IA,19153,Polk County,98.89,4
13197,Marion County,GA,13121,Fulton County,98.90,4
40075,Kiowa County,OK,40109,Oklahoma County,98.92,4
27099,Mower County,MN,27053,Hennepin County,99.10,4
18183,Whitley County,IN,18097,Marion County,99.27,4
5127,Scott County,AR,5119,Pulaski County,99.28,4
29161,Phelps County,MO,29510,St. Louis County,99.30,4
30027,Fergus County,MT,30111,Yellowstone County,99.58,4
16003,Adams County,ID,16001,Ada County,99.70,4
18073,Jasper County,IN,18097,Marion County,99.76,4
22099,St. Martin Parish,LA,22071,Orleans Parish,100.04,4
20125,Montgomery County,KS,20173,Sedgwick County,100.20,4
28159,Winston County,MS,28049,Hinds County,100.20,4
1119,Sumter County,AL,1073,Jefferson County,100.29,4
20097,Kiowa County,KS,20173,Sedgwick County,100.34,4
39083,Knox County,OH,39035,Cuyahoga County,100.55,4
35039,Rio Arriba County,NM,35001,Bernalillo County,100.59,4
27153,Todd County,MN,27053,Hennepin County,100.63,4
31139,Pierce County,NE,31055,Douglas County,100.82,4
53017,Douglas County,WA,53033,King County,100.91,4
20143,Ottawa County,KS,20173,Sedgwick County,101.03,4
13319,Wilkinson County,GA,13121,Fulton County,101.05,4
47035,Cumberland County,TN,47037,Davidson County,101.09,4
45079,Richland County,SC,45019,Charleston County,101.20,4
13193,Macon County,GA,13121,Fulton County,101.28,4
42097,Northumberland County,PA,42101,Philadelphia County,101.29,4
51193,Westmoreland County,VA,51810,Virginia Beach County,101.36,4
13053,Chattahoochee County,GA,13121,Fulton County,101.38,4
54017,Doddridge County,WV,54011,Cabell County,101.43,4
31081,Hamilton County,NE,31055,Douglas County,101.51,4
1101,Montgomery County,AL,1073,Jefferson County,101.55,4
53059,Skamania County,WA,53033,King County,101.64,4
4007,Gila County,AZ,4013,Maricopa County,101.65,4
51025,Brunswick County,VA,51810,Virginia Beach County,101.67,4
39031,Coshocton County,OH,39035,Cuyahoga County,101.70,4
20031,Coffey County,KS,20173,Sedgwick County,101.70,4
20047,Edwards County,KS,20173,Sedgwick County,101.70,4
12085,Martin County,FL,12086,Miami-Dade County,101.72,4
18043,Floyd County,IN,18097,Marion County,101.94,4
42069,Lackawanna County,PA,42101,Philadelphia County,101.96,4
39173,Wood County,OH,39035,Cuyahoga County,101.97,4
18085,Kosciusko County,IN,18097,Marion County,101.99,4
21171,Monroe County,KY,21111,Jefferson County,101.99,4
39117,Morrow County,OH,39035,Cuyahoga County,101.99,4
27023,Chippewa County,MN,27053,Hennepin County,102.04,4
54041,Lewis County,WV,54011,Cabell County,102.12,4
18083,Knox County,IN,18097,Marion County,102.18,4
19103,Johnson County,IA,19153,Polk County,102.23,4
5047,Franklin County,AR,5119,Pulaski County,102.25,4
24047,Worcester County,MD,24510,Baltimore County,102.26,4
12043,Glades County,FL,12086,Miami-Dade County,102.29,4
50025,Windham County,VT,50007,Chittenden County,102.52,4
38099,Walsh County,ND,38017,Cass County,102.54,4
20145,Pawnee County,KS,20173,Sedgwick County,102.57,4
28019,Choctaw County,MS,28049,Hinds County,102.58,4
19067,Floyd County,IA,19153,Polk County,102.64,4
20105,Lincoln County,KS,20173,Sedgwick County,102.70,4
26067,Ionia County,MI,26163,Wayne County,102.79,4
1077,Lauderdale County,AL,1073,Jefferson County,102.79,4
28035,Forrest County,MS,28049,Hinds County,102.90,4
31011,Boone County,NE,31055,Douglas County,102.92,4
21161,Mason County,KY,21111,Jefferson County,102.94,4
54095,Tyler County,WV,54011,Cabell County,102.95,4
40033,Cotton County,OK,40109,Oklahoma County,103.00,4
17011,Bureau County,IL,17031,Cook County,103.01,4
21197,Powell County,KY,21111,Jefferson County,103.05,4
40067,Jefferson County,OK,40109,Oklahoma County,103.07,4
13153,Houston County,GA,13121,Fulton County,103.14,4
47071,Hardin County,TN,47037,Davidson County,103.18,4
36021,Columbia County,NY,36061,New York County,103.19,4
54025,Greenbrier County,WV,54011,Cabell County,103.21,4
40121,Pittsburg County,OK,40109,Oklahoma County,103.33,4
21003,Allen County,KY,21111,Jefferson County,103.64,4
55061,Kewaunee County,WI,55079,Milwaukee County,103.72,4
15007,Kauai County,HI,15003,Honolulu County,103.75,4
55009,Brown County,WI,55079,Milwaukee County,103.84,4
27121,Pope County,MN,27053,Hennepin County,103.95,4
46051,Grant County,SD,46099,Minnehaha County,104.00,4
6083,Santa Barbara County,CA,6037,Los Angeles County,104.03,4
19019,Buchanan County,IA,19153,Polk County,104.07,4
1091,Marengo County,AL,1073,Jefferson County,104.08,4
5005,Baxter County,AR,5119,Pulaski County,104.11,4
39175,Wyandot County,OH,39035,Cuyahoga County,104.14,4
47049,Fentress County,TN,47037,Davidson County,104.15,4
20033,Comanche County,KS,20173,Sedgwick County,104.22,4
26017,Bay County,MI,26163,Wayne County,104.26,4
22125,West Feliciana Parish,LA,22071,Orleans Parish,104.28,4
21011,Bath County,KY,21111,Jefferson County,104.32,4
8015,Chaffee County,CO,8031,Denver County,104.44,4
18025,Crawford County,IN,18097,Marion County,104.48,4
21109,Jackson County,KY,21111,Jefferson County,104.58,4
21053,Clinton County,KY,21111,Jefferson County,104.62,4
19145,Page County,IA,19153,Polk County,104.70,4
36039,Greene County,NY,36061,New York County,104.77,4
19155,Pottawattamie County,IA,19153,Polk County,104.92,4
19113,Linn County,IA,19153,Polk County,105.03,4
48145,Falls County,TX,48113,Dallas County,105.08,4
18037,Dubois County,IN,18097,Marion County,105.12,4
5089,Marion County,AR,5119,Pulaski County,105.12,4
21177,Muhlenberg County,KY,21111,Jefferson County,105.16,4
28023,Clarke County,MS,28049,Hinds County,105.21,4
18111,Newton County,IN,18097,Marion County,105.28,4
51085,Hanover County,VA,51810,Virginia Beach County,105.35,4
48063,Camp County,TX,48113,Dallas County,105.40,4
13301,Warren County,GA,13121,Fulton County,105.60,4
5057,Hempstead County,AR,5119,Pulaski County,105.62,4
27091,Martin County,MN,27053,Hennepin County,105.76,4
19177,Van Buren County,IA,19153,Polk County,105.78,4
29223,Wayne County,MO,29510,St. Louis County,105.81,4
13249,Schley County,GA,13121,Fulton County,105.81,4
28075,Lauderdale County,MS,28049,Hinds County,105.82,4
45031,Darlington County,SC,45019,Charleston County,105.84,4
21231,Wayne County,KY,21111,Jefferson County,106.05,4
17123,Marshall County,IL,17031,Cook County,106.19,4
18003,Allen County,IN,18097,Marion County,106.33,4
53009,Clallam County,WA,53033,King County,106.36,4
27035,Crow Wing County,MN,27053,Hennepin County,106.55,4
21069,Fleming County,KY,21111,Jefferson County,106.56,4
39081,Jefferson County,OH,39035,Cuyahoga County,106.58,4
1087,Macon County,AL,1073,Jefferson County,106.60,4
31027,Cedar County,NE,31055,Douglas County,106.63,4
39067,Harrison County,OH,39035,Cuyahoga County,106.66,4
26015,Barry County,MI,26163,Wayne County,106.68,4
5061,Howard County,AR,5119,Pulaski County,106.70,4
37155,Robeson County,NC,37119,Mecklenburg County,106.75,4
48459,Upshur County,TX,48113,Dallas County,106.75,4
18099,Marshall County,IN,18097,Marion County,106.77,4
48193,Hamilton County,TX,48113,Dallas County,106.94,4
42093,Montour County,PA,42101,Philadelphia County,106.95,4
18149,Starke County,IN,18097,Marion County,107.08,4
35019,Guadalupe County,NM,35001,Bernalillo County,107.44,4
41021,Gilliam County,OR,41051,Multnomah County,107.48,4
5111,Poinsett County,AR,5119,Pulaski County,107.49,4
45063,Lexington County,SC,45019,Charleston County,107.65,4
5135,Sharp County,AR,5119,Pulaski County,107.76,4
21101,Henderson County,KY,21111,Jefferson County,107.82,4
12071,Lee County,FL,12086,Miami-Dade County,108.20,4
17177,Stephenson County,IL,17031,Cook County,108.22,4
31169,Thayer County,NE,31055,Douglas County,108.27,4
47183,Weakley County,TN,47037,Davidson County,108.29,4
55087,Outagamie County,WI,55079,Milwaukee County,108.52,4
28011,Bolivar County,MS,28049,Hinds County,108.55,4
19021,Buena Vista County,IA,19153,Polk County,108.65,4
22077,Pointe Coupee Parish,LA,22071,Orleans Parish,108.66,4
27033,Cottonwood County,MN,27053,Hennepin County,108.68,4
48077,Clay County,TX,48113,Dallas County,108.73,4
35047,San Miguel County,NM,35001,Bernalillo County,109.22,4
48449,Titus County,TX,48113,Dallas County,109.45,4
27151,Swift County,MN,27053,Hennepin County,109.55,4
27169,Winona County,MN,27053,Hennepin County,109.59,4
29051,Cole County,MO,29510,St. Louis County,109.85,4
26111,Midland County,MI,26163,Wayne County,109.86,4
40145,Wagoner County,OK,40109,Oklahoma County,109.95,4
29127,Marion County,MO,29510,St. Louis County,109.99,4
47143,Rhea County,TN,47037,Davidson County,109.99,4
16063,Lincoln County,ID,16001,Ada County,109.99,4
16083,Twin Falls County,ID,16001,Ada County,110.07,4
55045,Green County,WI,55079,Milwaukee County,110.13,4
54063,Monroe County,WV,54011,Cabell County,110.14,4
23009,Hancock County,ME,23005,Cumberland County,110.26,4
18061,Harrison County,IN,18097,Marion County,110.32,4
27001,Aitkin County,MN,27053,Hennepin County,110.33,4
1131,Wilcox County,AL,1073,Jefferson County,110.54,4
5113,Polk County,AR,5119,Pulaski County,110.58,4
19109,Kossuth County,IA,19153,Polk County,110.58,4
39101,Marion County,OH,39035,Cuyahoga County,110.61,4
45003,Aiken County,SC,45019,Charleston County,110.65,4
28043,Grenada County,MS,28049,Hinds County,110.67,4
36025,Delaware County,NY,36061,New York County,110.69,4
40085,Love County,OK,40109,Oklahoma County,110.72,4
20167,Russell County,KS,20173,Sedgwick County,110.79,4
19093,Ida County,IA,19153,Polk County,110.80,4
42001,Adams County,PA,42101,Philadelphia County,110.84,4
1081,Lee County,AL,1073,Jefferson County,110.85,4
37085,Harnett County,NC,37119,Mecklenburg County,110.96,4
5075,Lawrence County,AR,5119,Pulaski County,111.12,4
20197,Wabaunsee County,KS,20173,Sedgwick County,111.21,4
48289,Leon County,TX,48113,Dallas County,111.22,4
19147,Palo Alto County,IA,19153,Polk County,111.27,4
15009,Maui County,HI,15003,Honolulu County,111.28,4
38047,Logan County,ND,38017,Cass County,111.31,4
30033,Garfield County,MT,30111,Yellowstone County,111.35,4
17203,Woodford County,IL,17031,Cook County,111.42,4
37135,Orange County,NC,37119,Mecklenburg County,111.53,4
40095,Marshall County,OK,40109,Oklahoma County,111.60,4
55077,Marquette County,WI,55079,Milwaukee County,111.69,4
13303,Washington County,GA,13121,Fulton County,111.71,4
29137,Monroe County,MO,29510,St. Louis County,111.73,4
53069,Wahkiakum County,WA,53033,King County,111.85,4
8101,Pueblo County,CO,8031,Denver County,111.93,4
37175,Transylvania County,NC,37119,Mecklenburg County,111.94,4
25003,Berkshire County,MA,25025,Suffolk County,112.05,4
5139,Union County,AR,5119,Pulaski County,112.12,4
21213,Simpson County,KY,21111,Jefferson County,112.18,4
48099,Coryell County,TX,48113,Dallas County,112.24,4
28069,Kemper County,MS,28049,Hinds County,112.28,4
21125,Laurel County,KY,21111,Jefferson County,112.29,4
18125,Pike County,IN,18097,Marion County,112.33,4
53025,Grant County,WA,53033,King County,112.36,4
53049,Pacific County,WA,53033,King County,112.36,4
31035,Clay County,NE,31055,Douglas County,112.54,4
45055,Kershaw County,SC,45019,Charleston County,112.62,4
40005,Atoka County,OK,40109,Oklahoma County,112.71,4
16053,Jerome County,ID,16001,Ada County,112.85,4
47065,Hamilton County,TN,47037,Davidson County,112.96,4
51033,Caroline County,VA,51810,Virginia Beach County,113.07,4
28153,Wayne County,MS,28049,Hinds County,113.09,4
42041,Cumberland County,PA,42101,Philadelphia County,113.11,4
21129,Lee County,KY,21111,Jefferson County,113.16,4
21165,Menifee County,KY,21111,Jefferson County,113.27,4
48503,Young County,TX,48113,Dallas County,113.41,4
42127,Wayne County,PA,42101,Philadelphia County,113.43,4
39063,Hancock County,OH,39035,Cuyahoga County,113.54,4
54097,Upshur County,WV,54011,Cabell County,113.56,4
24001,Allegany County,MD,24510,Baltimore County,113.70,4
5003,Ashley County,AR,5119,Pulaski County,113.74,4
21141,Logan County,KY,21111,Jefferson County,113.74,4
40101,Muskogee County,OK,40109,Oklahoma County,113.89,4
29019,Boone County,MO,29510,St. Louis County,113.89,4
37115,Madison County,NC,37119,Mecklenburg County,113.90,4
26063,Huron County,MI,26163,Wayne County,113.98,4
13125,Glascock County,GA,13121,Fulton County,114.05,4
37051,Cumberland County,NC,37119,Mecklenburg County,114.09,4
5009,Boone County,AR,5119,Pulaski County,114.10,4
51007,Amelia County,VA,51810,Virginia Beach County,114.15,4
48073,Cherokee County,TX,48113,Dallas County,114.19,4
42131,Wyoming County,PA,42101,Philadelphia County,114.31,4
35027,Lincoln County,NM,35001,Bernalillo County,114.31,4
41039,Lane County,OR,41051,Multnomah County,114.35,4
42109,Snyder County,PA,42101,Philadelphia County,114.35,4
13023,Bleckley County,GA,13121,Fulton County,114.39,4
27045,Fillmore County,MN,27053,Hennepin County,114.41,4
16037,Custer County,ID,16001,Ada County,114.46,4
47023,Chester County,TN,47037,Davidson County,114.52,4
19037,Chickasaw County,IA,19153,Polk County,114.54,4
30067,Park County,MT,30111,Yellowstone County,114.57,4
45033,Dillon County,SC,45019,Charleston County,114.59,4
5131,Sebastian County,AR,5119,Pulaski County,114.65,4
5049,Fulton County,AR,5119,Pulaski County,114.66,4
51135,Nottoway County,VA,51810,Virginia Beach County,114.76,4
46015,Brule County,SD,46099,Minnehaha County,114.83,4
8097,Pitkin County,CO,8031,Denver County,114.86,4
16013,Blaine County,ID,16001,Ada County,114.93,4
17113,McLean County,IL,17031,Cook County,115.06,4
28111,Perry County,MS,28049,Hinds County,115.32,4
20139,Osage County,KS,20173,Sedgwick County,115.36,4
19129,Mills County,IA,19153,Polk County,115.39,4
28155,Webster County,MS,28049,Hinds County,115.42,4
28109,Pearl River County,MS,28049,Hinds County,115.49,4
8025,Crowley County,CO,8031,Denver County,115.49,4
38071,Ramsey County,ND,38017,Cass County,115.50,4
37033,Caswell County,NC,37119,Mecklenburg County,115.52,4
40147,Washington County,OK,40109,Oklahoma County,115.53,4
8075,Logan County,CO,8031,Denver County,115.63,4
19087,Henry County,IA,19153,Polk County,115.63,4
31003,Antelope County,NE,31055,Douglas County,115.68,4
27041,Douglas County,MN,27053,Hennepin County,115.69,4
42099,Perry County,PA,42101,Philadelphia County,115.71,4
29201,Scott County,MO,29510,St. Louis County,115.76,4
48183,Gregg County,TX,48113,Dallas County,115.81,4
20027,Clay County,KS,20173,Sedgwick County,115.84,4
46115,Spink County,SD,46099,Minnehaha County,115.97,4
13181,Lincoln County,GA,13121,Fulton County,115.98,4
40131,Rogers County,OK,40109,Oklahoma County,116.02,4
55137,Waushara County,WI,55079,Milwaukee County,116.07,4
48387,Red River County,TX,48113,Dallas County,116.08,4
20165,Rush County,KS,20173,Sedgwick County,116.10,4
26077,Kalamazoo County,MI,26163,Wayne County,116.14,4
54033,Harrison County,WV,54011,Cabell County,116.24,4
19085,Harrison County,IA,19153,Polk County,116.48,4
5087,Madison County,AR,5119,Pulaski County,116.65,4
13189,McDuffie County,GA,13121,Fulton County,116.71,4
40151,Woods County,OK,40109,Oklahoma County,116.72,4
51145,Powhatan County,VA,51810,Virginia Beach County,116.82,4
27017,Carlton County,MN,27053,Hennepin County,116.99,4
17195,Whiteside County,IL,17031,Cook County,117.07,4
2122,Kenai Peninsula Borough,AK,2020,Anchorage Municipality,117.09,4
5035,Crittenden County,AR,5119,Pulaski County,117.24,4
35033,Mora County,NM,35001,Bernalillo County,117.35,4
19189,Winnebago County,IA,19153,Polk County,117.37,4
38043,Kidder County,ND,38017,Cass County,117.50,4
20133,Neosho County,KS,20173,Sedgwick County,117.60,4
8027,Custer County,CO,8031,Denver County,117.70,4
17015,Carroll County,IL,17031,Cook County,117.71,4
48093,Comanche County,TX,48113,Dallas County,117.72,4
6073,San Diego County,CA,6037,Los Angeles County,117.79,4
19195,Worth County,IA,19153,Polk County,117.85,4
28135,Tallahatchie County,MS,28049,Hinds County,117.85,4
20161,Riley County,KS,20173,Sedgwick County,117.90,4
18113,Noble County,IN,18097,Marion County,117.96,4
17183,Vermilion County,IL,17031,Cook County,118.06,4
38051,McIntosh County,ND,38017,Cass County,118.22,4
39059,Guernsey County,OH,39035,Cuyahoga County,118.31,4
22045,Iberia Parish,LA,22071,Orleans Parish,118.49,4
27173,Yellow Medicine County,MN,27053,Hennepin County,118.63,4
54103,Wetzel County,WV,54011,Cabell County,118.64,4
20001,Allen County,KS,20173,Sedgwick County,118.68,4
23025,Somerset County,ME,23005,Cumberland County,118.68,4
26149,St. Joseph County,MI,26163,Wayne County,118.74,4
40141,Tillman County,OK,40109,Oklahoma County,118.81,4
47121,Meigs County,TN,47037,Davidson County,119.08,4
26117,Montcalm County,MI,26163,Wayne County,119.17,4
21147,McCreary County,KY,21111,Jefferson County,119.36,4
5017,Chicot County,AR,5119,Pulaski County,119.36,4
13093,Dooly County,GA,13121,Fulton County,119.49,4
21107,Hopkins County,KY,21111,Jefferson County,119.51,4
21189,Owsley County,KY,21111,Jefferson County,119.67,4
5027,Columbia County,AR,5119,Pulaski County,119.67,4
47129,Morgan County,TN,47037,Davidson County,119.71,4
5031,Craighead County,AR,5119,Pulaski County,119.77,4
48429,Stephens County,TX,48113,Dallas County,119.83,4
21233,Webster County,KY,21111,Jefferson County,119.89,4
35055,Taos County,NM,35001,Bernalillo County,120.01,4
29203,Shannon County,MO,29510,St. Louis County,120.28,4
19065,Fayette County,IA,19153,Polk County,120.31,4
29169,Pulaski County,MO,29510,St. Louis County,120.34,4
40153,Woodward County,OK,40109,Oklahoma County,120.34,4
18123,Perry County,IN,18097,Marion County,120.49,4
13259,Stewart County,GA,13121,Fulton County,120.51,4
42119,Union County,PA,42101,Philadelphia County,120.56,4
13307,Webster County,GA,13121,Fulton County,120.56,4
47053,Gibson County,TN,47037,Davidson County,120.62,4
51099,King George County,VA,51810,Virginia Beach County,120.84,4
56007,Carbon County,WY,56021,Laramie County,120.99,4
54075,Pocahontas County,WV,54011,Cabell County,121.01,4
47113,Madison County,TN,47037,Davidson County,121.09,4
48343,Morris County,TX,48113,Dallas County,121.13,4
21205,Rowan County,KY,21111,Jefferson County,121.18,4
47109,McNairy County,TN,47037,Davidson County,121.21,4
48395,Robertson County,TX,48113,Dallas County,121.31,4
1011,Bullock County,AL,1073,Jefferson County,121.44,4
13235,Pulaski County,GA,13121,Fulton County,121.46,4
72097,Mayagüez Municipio,PR,72127,San Juan Municipio,121.58,4
13261,Sumter County,GA,13121,Fulton County,121.73,4
19131,Mitchell County,IA,19153,Polk County,121.74,4
21237,Wolfe County,KY,21111,Jefferson County,121.75,4
39089,Licking County,OH,39035,Cuyahoga County,121.75,4
29131,Miller County,MO,29510,St. Louis County,121.77,4
8107,Routt County,CO,8031,Denver County,121.85,4
28105,Oktibbeha County,MS,28049,Hinds County,121.97,4
5033,Crawford County,AR,5119,Pulaski County,121.97,4
38103,Wells County,ND,38017,Cass County,122.11,4
33007,Coos County,NH,33011,Hillsborough County,122.21,4
39041,Delaware County,OH,39035,Cuyahoga County,122.28,4
5133,Sevier County,AR,5119,Pulaski County,122.35,4
37087,Haywood County,NC,37119,Mecklenburg County,122.35,4
12111,St. Lucie County,FL,12086,Miami-Dade County,122.36,4
42113,Sullivan County,PA,42101,Philadelphia County,122.37,4
37063,Durham County,NC,37119,Mecklenburg County,122.63,4
56027,Niobrara County,WY,56021,Laramie County,122.64,4
30045,Judith Basin County,MT,30111,Yellowstone County,122.65,4
31093,Howard County,NE,31055,Douglas County,122.65,4
51075,Goochland County,VA,51810,Virginia Beach County,122.75,4
46017,Buffalo County,SD,46099,Minnehaha County,122.77,4
53039,Klickitat County,WA,53033,King County,122.79,4
29035,Carter County,MO,29510,St. Louis County,122.94,4
53011,Clark County,WA,53033,King County,122.94,4
53047,Okanogan County,WA,53033,King County,123.00,4
51111,Lunenburg County,VA,51810,Virginia Beach County,123.16,4
26073,Isabella County,MI,26163,Wayne County,123.28,4
20099,Labette County,KS,20173,Sedgwick County,123.39,4
26011,Arenac County,MI,26163,Wayne County,123.45,4
46037,Day County,SD,46099,Minnehaha County,123.52,4
27083,Lyon County,MN,27053,Hennepin County,123.56,4
20003,Anderson County,KS,20173,Sedgwick County,123.66,4
48133,Eastland County,TX,48113,Dallas County,123.70,4
27063,Jackson County,MN,27053,Hennepin County,123.81,4
19071,Fremont County,IA,19153,Polk County,123.90,4
56009,Converse County,WY,56021,Laramie County,123.92,4
19115,Louisa County,IA,19153,Polk County,124.02,4
29207,Stoddard County,MO,29510,St. Louis County,124.11,4
17175,Stark County,IL,17031,Cook County,124.24,4
39051,Fulton County,OH,39035,Cuyahoga County,124.36,4
39119,Muskingum County,OH,39035,Cuyahoga County,124.51,4
31077,Greeley County,NE,31055,Douglas County,124.51,4
39069,Henry County,OH,39035,Cuyahoga County,124.60,4
17019,Champaign County,IL,17031,Cook County,124.63,4
12015,Charlotte County,FL,12086,Miami-Dade County,124.67,4
28103,Noxubee County,MS,28049,Hinds County,124.75,4
20123,Mitchell County,KS,20173,Sedgwick County,124.82,4
42067,Juniata County,PA,42101,Philadelphia County,124.82,4
12093,Okeechobee County,FL,12086,Miami-Dade County,124.98,4
48009,Archer County,TX,48113,Dallas County,125.00,4
20029,Cloud County,KS,20173,Sedgwick County,125.00,4
1013,Butler County,AL,1073,Jefferson County,125.11,4
36001,Albany County,NY,36061,New York County,125.18,4
55135,Waupaca County,WI,55079,Milwaukee County,125.21,4
21219,Todd County,KY,21111,Jefferson County,125.23,4
46059,Hand County,SD,46099,Minnehaha County,125.29,4
19133,Monona County,IA,19153,Polk County,125.37,4
46053,Gregory County,SD,46099,Minnehaha County,125.38,4
45069,Marlboro County,SC,45019,Charleston County,125.39,4
8063,Kit Carson County,CO,8031,Denver County,125.40,4
31079,Hall County,NE,31055,Douglas County,125.65,4
19041,Clay County,IA,19153,Polk County,125.69,4
31129,Nuckolls County,NE,31055,Douglas County,125.75,4
19055,Delaware County,IA,19153,Polk County,125.76,4
19031,Cedar County,IA,19153,Polk County,125.83,4
21135,Lewis County,KY,21111,Jefferson County,126.00,4
48027,Bell County,TX,48113,Dallas County,126.12,4
18091,LaPorte County,IN,18097,Marion County,126.12,4
29135,Moniteau County,MO,29510,St. Louis County,126.24,4
39065,Hardin County,OH,39035,Cuyahoga County,126.26,4
38005,Benson County,ND,38017,Cass County,126.30,4
48401,Rusk County,TX,48113,Dallas County,126.36,4
35003,Catron County,NM,35001,Bernalillo County,126.36,4
18039,Elkhart County,IN,18097,Marion County,126.40,4
18033,DeKalb County,IN,18097,Marion County,126.69,4
39013,Belmont County,OH,39035,Cuyahoga County,126.73,4
