county,countyname,state,max_pop_county,max_pop_countyname,mi_to_county,dist_cat
13223,Paulding County,GA,13121,Fulton County,24.60,2
37179,Union County,NC,37119,Mecklenburg County,24.61,2
27139,Scott County,MN,27053,Hennepin County,24.64,2
40027,Cleveland County,OK,40109,Oklahoma County,24.71,2
40083,Logan County,OK,40109,Oklahoma County,24.95,2
19169,Story County,IA,19153,Polk County,24.98,2
47147,Robertson County,TN,47037,Davidson County,25.21,3
29183,St. Charles County,MO,29510,St. Louis County,25.28,3
20079,Harvey County,KS,20173,Sedgwick County,25.34,3
23023,Sagadahoc County,ME,23005,Cumberland County,25.36,3
23001,Androscoggin County,ME,23005,Cumberland County,25.57,3
18145,Shelby County,IN,18097,Marion County,25.57,3
18011,Boone County,IN,18097,Marion County,25.58,3
9009,New Haven County,CT,9001,Fairfield County,25.64,3
5045,Faulkner County,AR,5119,Pulaski County,25.73,3
31155,Saunders County,NE,31055,Douglas County,25.80,3
13113,Fayette County,GA,13121,Fulton County,26.11,3
50023,Washington County,VT,50007,Chittenden County,26.14,3
50013,Grand Isle County,VT,50007,Chittenden County,26.15,3
16027,Canyon County,ID,16001,Ada County,26.21,3
72103,Naguabo Municipio,PR,72127,San Juan Municipio,26.24,3
36087,Rockland County,NY,36061,New York County,26.29,3
54053,Mason County,WV,54011,Cabell County,26.29,3
24029,Kent County,MD,24510,Baltimore County,26.35,3
18109,Morgan County,IN,18097,Marion County,26.56,3
33005,Cheshire County,NH,33011,Hillsborough County,26.59,3
27171,Wright County,MN,27053,Hennepin County,26.66,3
19099,Jasper County,IA,19153,Polk County,26.66,3
26125,Oakland County,MI,26163,Wayne County,26.70,3
31025,Cass County,NE,31055,Douglas County,26.76,3
33013,Merrimack County,NH,33011,Hillsborough County,26.88,3
46083,Lincoln County,SD,46099,Minnehaha County,27.06,3
72069,Humacao Municipio,PR,72127,San Juan Municipio,27.11,3
13247,Rockdale County,GA,13121,Fulton County,27.12,3
22089,St. Charles Parish,LA,22071,Orleans Parish,27.33,3
47165,Sumner County,TN,47037,Davidson County,27.61,3
47189,Wilson County,TN,47037,Davidson County,27.63,3
37109,Lincoln County,NC,37119,Mecklenburg County,27.63,3
72091,Manatí Municipio,PR,72127,San Juan Municipio,27.72,3
28029,Copiah County,MS,28049,Hinds County,27.73,3
25023,Plymouth County,MA,25025,Suffolk County,27.76,3
72107,Orocovis Municipio,PR,72127,San Juan Municipio,27.92,3
26115,Monroe County,MI,26163,Wayne County,27.96,3
13135,Gwinnett County,GA,13121,Fulton County,28.09,3
45015,Berkeley County,SC,45019,Charleston County,28.15,3
34005,Burlington County,NJ,34021,Mercer County,28.18,3
24013,Carroll County,MD,24510,Baltimore County,28.24,3
46087,McCook County,SD,46099,Minnehaha County,28.31,3
1127,Walker County,AL,1073,Jefferson County,28.49,3
36119,Westchester County,NY,36061,New York County,28.51,3
51735,Poquoson city,VA,51810,Virginia Beach County,28.63,3
50011,Franklin County,VT,50007,Chittenden County,28.64,3
72151,Yabucoa Municipio,PR,72127,San Juan Municipio,28.66,3
27163,Washington County,MN,27053,Hennepin County,28.66,3
21179,Nelson County,KY,21111,Jefferson County,28.66,3
41005,Clackamas County,OR,41051,Multnomah County,28.84,3
48139,Ellis County,TX,48113,Dallas County,29.02,3
34025,Monmouth County,NJ,34021,Mercer County,29.06,3
72043,Coamo Municipio,PR,72127,San Juan Municipio,29.07,3
49011,Davis County,UT,49035,Salt Lake County,29.35,3
13151,Henry County,GA,13121,Fulton County,29.47,3
44005,Newport County,RI,44007,Providence County,29.60,3
72109,Patillas Municipio,PR,72127,San Juan Municipio,29.65,3
48439,Tarrant County,TX,48113,Dallas County,29.80,3
46079,Lake County,SD,46099,Minnehaha County,29.81,3
26161,Washtenaw County,MI,26163,Wayne County,29.88,3
50001,Addison County,VT,50007,Chittenden County,29.88,3
8001,Adams County,CO,8031,Denver County,30.14,3
8035,Douglas County,CO,8031,Denver County,30.18,3
8005,Arapahoe County,CO,8031,Denver County,30.28,3
28121,Rankin County,MS,28049,Hinds County,30.35,3
10005,Sussex County,DE,10001,Kent County,30.36,3
55059,Kenosha County,WI,55079,Milwaukee County,30.40,3
47149,Rutherford County,TN,47037,Davidson County,30.47,3
46125,Turner County,SD,46099,Minnehaha County,30.50,3
72039,Ciales Municipio,PR,72127,San Juan Municipio,30.57,3
29099,Jefferson County,MO,29510,St. Louis County,30.73,3
27037,Dakota County,MN,27053,Hennepin County,30.74,3
48257,Kaufman County,TX,48113,Dallas County,30.77,3
20191,Sumner County,KS,20173,Sedgwick County,30.95,3
19015,Boone County,IA,19153,Polk County,30.99,3
72015,Arroyo Municipio,PR,72127,San Juan Municipio,31.16,3
72095,Maunabo Municipio,PR,72127,San Juan Municipio,31.30,3
72057,Guayama Municipio,PR,72127,San Juan Municipio,31.32,3
23031,York County,ME,23005,Cumberland County,31.35,3
40081,Lincoln County,OK,40109,Oklahoma County,31.38,3
13057,Cherokee County,GA,13121,Fulton County,31.39,3
72053,Fajardo Municipio,PR,72127,San Juan Municipio,31.54,3
48085,Collin County,TX,48113,Dallas County,31.70,3
17097,Lake County,IL,17031,Cook County,31.73,3
31053,Dodge County,NE,31055,Douglas County,31.98,3
33015,Rockingham County,NH,33011,Hillsborough County,31.99,3
40017,Canadian County,OK,40109,Oklahoma County,32.08,3
26099,Macomb County,MI,26163,Wayne County,32.16,3
37159,Rowan County,NC,37119,Mecklenburg County,32.19,3
72017,Barceloneta Municipio,PR,72127,San Juan Municipio,32.29,3
72054,Florida Municipio,PR,72127,San Juan Municipio,32.33,3
47043,Dickson County,TN,47037,Davidson County,32.36,3
39093,Lorain County,OH,39035,Cuyahoga County,32.37,3
44009,Washington County,RI,44007,Providence County,32.49,3
42029,Chester County,PA,42101,Philadelphia County,32.72,3
41067,Washington County,OR,41051,Multnomah County,32.93,3
37167,Stanly County,NC,37119,Mecklenburg County,32.98,3
45035,Dorchester County,SC,45019,Charleston County,33.12,3
28021,Claiborne County,MS,28049,Hinds County,33.28,3
21163,Meade County,KY,21111,Jefferson County,33.29,3
34039,Union County,NJ,34021,Mercer County,33.33,3
72149,Villalba Municipio,PR,72127,San Juan Municipio,33.43,3
24035,Queen Anne's County,MD,24510,Baltimore County,33.49,3
27141,Sherburne County,MN,27053,Hennepin County,33.54,3
19121,Madison County,IA,19153,Polk County,33.59,3
24031,Montgomery County,MD,24510,Baltimore County,33.65,3
72123,Salinas Municipio,PR,72127,San Juan Municipio,33.66,3
39055,Geauga County,OH,39035,Cuyahoga County,33.68,3
21223,Trimble County,KY,21111,Jefferson County,33.84,3
10003,New Castle County,DE,10001,Kent County,33.93,3
22095,St. John the Baptist Parish,LA,22071,Orleans Parish,33.98,3
5053,Grant County,AR,5119,Pulaski County,34.13,3
51700,Newport News city,VA,51810,Virginia Beach County,34.29,3
51800,Suffolk city,VA,51810,Virginia Beach County,34.29,3
21103,Henry County,KY,21111,Jefferson County,34.31,3
18095,Madison County,IN,18097,Marion County,34.35,3
49029,Morgan County,UT,49035,Salt Lake County,34.38,3
20015,Butler County,KS,20173,Sedgwick County,34.48,3
53053,Pierce County,WA,53033,King County,34.55,3
13077,Coweta County,GA,13121,Fulton County,34.62,3
19125,Marion County,IA,19153,Polk County,34.65,3
28163,Yazoo County,MS,28049,Hinds County,34.69,3
40125,Pottawatomie County,OK,40109,Oklahoma County,34.81,3
1009,Blount County,AL,1073,Jefferson County,34.87,3
8047,Gilpin County,CO,8031,Denver County,35.09,3
24033,Prince George's County,MD,24510,Baltimore County,35.15,3
1115,St. Clair County,AL,1073,Jefferson County,35.19,3
17197,Will County,IL,17031,Cook County,35.27,3
28089,Madison County,MS,28049,Hinds County,35.70,3
8013,Boulder County,CO,8031,Denver County,35.80,3
13117,Forsyth County,GA,13121,Fulton County,35.85,3
37035,Catawba County,NC,37119,Mecklenburg County,35.86,3
34007,Camden County,NJ,34021,Mercer County,35.86,3
38097,Traill County,ND,38017,Cass County,36.11,3
48121,Denton County,TX,48113,Dallas County,36.13,3
51131,Northampton County,VA,51810,Virginia Beach County,36.58,3
5105,Perry County,AR,5119,Pulaski County,36.60,3
18159,Tipton County,IN,18097,Marion County,36.67,3
72037,Ceiba Municipio,PR,72127,San Juan Municipio,36.70,3
51199,York County,VA,51810,Virginia Beach County,36.76,3
41027,Hood River County,OR,41051,Multnomah County,36.93,3
72073,Jayuya Municipio,PR,72127,San Juan Municipio,37.03,3
34029,Ocean County,NJ,34021,Mercer County,37.04,3
40087,McClain County,OK,40109,Oklahoma County,37.26,3
18139,Rush County,IN,18097,Marion County,37.27,3
13015,Bartow County,GA,13121,Fulton County,37.68,3
13255,Spalding County,GA,13121,Fulton County,37.94,3
38073,Ransom County,ND,38017,Cass County,37.95,3
21093,Hardin County,KY,21111,Jefferson County,37.96,3
13045,Carroll County,GA,13121,Fulton County,38.02,3
47169,Trousdale County,TN,47037,Davidson County,38.25,3
20155,Reno County,KS,20173,Sedgwick County,38.40,3
20095,Kingman County,KS,20173,Sedgwick County,38.57,3
38003,Barnes County,ND,38017,Cass County,38.60,3
72133,Santa Isabel Municipio,PR,72127,San Juan Municipio,38.62,3
21005,Anderson County,KY,21111,Jefferson County,38.65,3
37097,Iredell County,NC,37119,Mecklenburg County,38.72,3
51093,Isle of Wight County,VA,51810,Virginia Beach County,38.73,3
53061,Snohomish County,WA,53033,King County,38.91,3
18133,Putnam County,IN,18097,Marion County,38.98,3
16039,Elmore County,ID,16001,Ada County,39.00,3
19127,Marshall County,IA,19153,Polk County,39.07,3
13217,Newton County,GA,13121,Fulton County,39.13,3
27059,Isanti County,MN,27053,Hennepin County,39.41,3
53035,Kitsap County,WA,53033,King County,39.42,3
1007,Bibb County,AL,1073,Jefferson County,39.46,3
22051,Jefferson Parish,LA,22071,Orleans Parish,39.49,3
54039,Kanawha County,WV,54011,Cabell County,39.50,3
9005,Litchfield County,CT,9001,Fairfield County,39.54,3
31021,Burt County,NE,31055,Douglas County,39.64,3
54005,Boone County,WV,54011,Cabell County,39.74,3
26093,Livingston County,MI,26163,Wayne County,39.75,3
72013,Arecibo Municipio,PR,72127,San Juan Municipio,39.80,3
21229,Washington County,KY,21111,Jefferson County,39.93,3
33019,Sullivan County,NH,33011,Hillsborough County,39.97,3
5029,Conway County,AR,5119,Pulaski County,39.99,3
1043,Cullman County,AL,1073,Jefferson County,40.00,3
24015,Cecil County,MD,24510,Baltimore County,40.03,3
30065,Musselshell County,MT,30111,Yellowstone County,40.03,3
40073,Kingfisher County,OK,40109,Oklahoma County,40.14,3
49049,Utah County,UT,49035,Salt Lake County,40.15,3
47125,Montgomery County,TN,47037,Davidson County,40.31,3
12011,Broward County,FL,12086,Miami-Dade County,40.31,3
17089,Kane County,IL,17031,Cook County,40.36,3
72075,Juana Díaz Municipio,PR,72127,San Juan Municipio,40.39,3
18023,Clinton County,IN,18097,Marion County,40.40,3
1125,Tuscaloosa County,AL,1073,Jefferson County,40.44,3
25005,Bristol County,MA,25025,Suffolk County,40.45,3
18065,Henry County,IN,18097,Marion County,40.46,3
34027,Morris County,NJ,34021,Mercer County,40.64,3
5069,Jefferson County,AR,5119,Pulaski County,40.72,3
28127,Simpson County,MS,28049,Hinds County,40.83,3
27085,McLeod County,MN,27053,Hennepin County,41.03,3
18013,Brown County,IN,18097,Marion County,41.16,3
37045,Cleveland County,NC,37119,Mecklenburg County,41.24,3
45029,Colleton County,SC,45019,Charleston County,41.46,3
47119,Maury County,TN,47037,Davidson County,41.61,3
55133,Waukesha County,WI,55079,Milwaukee County,41.68,3
49057,Weber County,UT,49035,Salt Lake County,41.70,3
22087,St. Bernard Parish,LA,22071,Orleans Parish,41.74,3
18005,Bartholomew County,IN,18097,Marion County,41.84,3
54035,Jackson County,WV,54011,Cabell County,41.87,3
41009,Columbia County,OR,41051,Multnomah County,42.03,3
13297,Walton County,GA,13121,Fulton County,42.15,3
8019,Clear Creek County,CO,8031,Denver County,42.29,3
34013,Essex County,NJ,34021,Mercer County,42.35,3
34041,Warren County,NJ,34021,Mercer County,42.59,3
23015,Lincoln County,ME,23005,Cumberland County,42.62,3
38091,Steele County,ND,38017,Cass County,42.75,3
72141,Utuado Municipio,PR,72127,San Juan Municipio,42.93,3
21073,Franklin County,KY,21111,Jefferson County,42.94,3
16045,Gem County,ID,16001,Ada County,43.09,3
13143,Haralson County,GA,13121,Fulton County,43.17,3
5117,Prairie County,AR,5119,Pulaski County,43.24,3
48251,Johnson County,TX,48113,Dallas County,43.39,3
1121,Talladega County,AL,1073,Jefferson County,43.45,3
33017,Strafford County,NH,33011,Hillsborough County,43.55,3
13233,Polk County,GA,13121,Fulton County,43.60,3
24021,Frederick County,MD,24510,Baltimore County,43.65,3
40119,Payne County,OK,40109,Oklahoma County,43.65,3
39043,Erie County,OH,39035,Cuyahoga County,43.77,3
18107,Montgomery County,IN,18097,Marion County,43.88,3
54045,Logan County,WV,54011,Cabell County,43.89,3
21041,Carroll County,KY,21111,Jefferson County,43.91,3
12087,Monroe County,FL,12086,Miami-Dade County,44.10,3
27025,Chisago County,MN,27053,Hennepin County,44.30,3
24041,Talbot County,MD,24510,Baltimore County,44.55,3
21123,Larue County,KY,21111,Jefferson County,44.55,3
33001,Belknap County,NH,33011,Hillsborough County,44.57,3
37007,Anson County,NC,37119,Mecklenburg County,45.02,3
31109,Lancaster County,NE,31055,Douglas County,45.11,3
34017,Hudson County,NJ,34021,Mercer County,45.17,3
39153,Summit County,OH,39035,Cuyahoga County,45.19,3
35043,Sandoval County,NM,35001,Bernalillo County,45.23,3
34015,Gloucester County,NJ,34021,Mercer County,45.25,3
13035,Butts County,GA,13121,Fulton County,45.33,3
41047,Marion County,OR,41051,Multnomah County,45.35,3
28055,Issaquena County,MS,28049,Hinds County,45.39,3
39103,Medina County,OH,39035,Cuyahoga County,45.44,3
6059,Orange County,CA,6037,Los Angeles County,45.46,3
27079,Le Sueur County,MN,27053,Hennepin County,45.47,3
13013,Barrow County,GA,13121,Fulton County,45.54,3
31131,Otoe County,NE,31055,Douglas County,45.56,3
40051,Grady County,OK,40109,Oklahoma County,45.65,3
17093,Kendall County,IL,17031,Cook County,45.67,3
16015,Boise County,ID,16001,Ada County,45.69,3
72113,Ponce Municipio,PR,72127,San Juan Municipio,45.76,3
47081,Hickman County,TN,47037,Davidson County,45.80,3
55131,Washington County,WI,55079,Milwaukee County,45.80,3
16075,Payette County,ID,16001,Ada County,45.87,3
9007,Middlesex County,CT,9001,Fairfield County,45.98,3
5145,White County,AR,5119,Pulaski County,46.04,3
13227,Pickens County,GA,13121,Fulton County,46.07,3
27131,Rice County,MN,27053,Hennepin County,46.09,3
20035,Cowley County,KS,20173,Sedgwick County,46.13,3
49051,Wasatch County,UT,49035,Salt Lake County,46.20,3
72147,Vieques Municipio,PR,72127,San Juan Municipio,46.48,3
36079,Putnam County,NY,36061,New York County,46.52,3
19039,Clarke County,IA,19153,Polk County,46.61,3
51115,Mathews County,VA,51810,Virginia Beach County,46.63,3
19117,Lucas County,IA,19153,Polk County,46.64,3
36071,Orange County,NY,36061,New York County,46.65,3
50017,Orange County,VT,50007,Chittenden County,46.93,3
25027,Worcester County,MA,25025,Suffolk County,47.03,3
48231,Hunt County,TX,48113,Dallas County,47.21,3
46097,Miner County,SD,46099,Minnehaha County,47.22,3
50005,Caledonia County,VT,50007,Chittenden County,47.26,3
18031,Decatur County,IN,18097,Marion County,47.27,3
22105,Tangipahoa Parish,LA,22071,Orleans Parish,47.30,3
47159,Smith County,TN,47037,Davidson County,47.36,3
47015,Cannon County,TN,47037,Davidson County,47.46,3
29071,Franklin County,MO,29510,St. Louis County,47.48,3
27143,Sibley County,MN,27053,Hennepin County,47.48,3
50019,Orleans County,VT,50007,Chittenden County,47.60,3
18105,Monroe County,IN,18097,Marion County,47.70,3
5059,Hot Spring County,AR,5119,Pulaski County,47.76,3
20077,Harper County,KS,20173,Sedgwick County,47.77,3
72065,Hatillo Municipio,PR,72127,San Juan Municipio,47.88,3
28125,Sharkey County,MS,28049,Hinds County,48.01,3
19077,Guthrie County,IA,19153,Polk County,48.07,3
38077,Richland County,ND,38017,Cass County,48.10,3
13085,Dawson County,GA,13121,Fulton County,48.16,3
72001,Adjuntas Municipio,PR,72127,San Juan Municipio,48.23,3
29113,Lincoln County,MO,29510,St. Louis County,48.23,3
42077,Lehigh County,PA,42101,Philadelphia County,48.24,3
41071,Yamhill County,OR,41051,Multnomah County,48.27,3
22057,Lafourche Parish,LA,22071,Orleans Parish,48.32,3
18067,Howard County,IN,18097,Marion County,48.42,3
47117,Marshall County,TN,47037,Davidson County,48.43,3
54059,Mingo County,WV,54011,Cabell County,48.47,3
13231,Pike County,GA,13121,Fulton County,48.54,3
47003,Bedford County,TN,47037,Davidson County,48.84,3
21155,Marion County,KY,21111,Jefferson County,48.86,3
19073,Greene County,IA,19153,Polk County,48.87,3
46011,Brookings County,SD,46099,Minnehaha County,49.00,3
5051,Garland County,AR,5119,Pulaski County,49.07,3
21187,Owen County,KY,21111,Jefferson County,49.14,3
39133,Portage County,OH,39035,Cuyahoga County,49.16,3
26091,Lenawee County,MI,26163,Wayne County,49.24,3
1021,Chilton County,AL,1073,Jefferson County,49.31,3
19079,Hamilton County,IA,19153,Polk County,49.34,3
18119,Owen County,IN,18097,Marion County,49.38,3
1133,Winston County,AL,1073,Jefferson County,49.52,3
18035,Delaware County,IN,18097,Marion County,49.63,3
21167,Mercer County,KY,21111,Jefferson County,49.74,3
37059,Davie County,NC,37119,Mecklenburg County,49.92,3
46061,Hanson County,SD,46099,Minnehaha County,50.04,3
29219,Warren County,MO,29510,St. Louis County,50.09,3
28063,Jefferson County,MS,28049,Hinds County,50.10,3
20113,McPherson County,KS,20173,Sedgwick County,50.25,3
42011,Berks County,PA,42101,Philadelphia County,50.34,3
72049,Culebra Municipio,PR,72127,San Juan Municipio,50.38,3
37003,Alexander County,NC,37119,Mecklenburg County,50.42,3
21239,Woodford County,KY,21111,Jefferson County,50.47,3
47111,Macon County,TN,47037,Davidson County,50.50,3
23011,Kennebec County,ME,23005,Cumberland County,50.53,3
20115,Marion County,KS,20173,Sedgwick County,50.57,3
28085,Lincoln County,MS,28049,Hinds County,50.63,3
51830,Williamsburg city,VA,51810,Virginia Beach County,50.64,3
1057,Fayette County,AL,1073,Jefferson County,50.74,3
35049,Santa Fe County,NM,35001,Bernalillo County,50.79,3
21027,Breckinridge County,KY,21111,Jefferson County,50.89,3
17111,McHenry County,IL,17031,Cook County,50.92,3
6111,Ventura County,CA,6037,Los Angeles County,50.99,3
31023,Butler County,NE,31055,Douglas County,51.03,3
51073,Gloucester County,VA,51810,Virginia Beach County,51.17,3
24011,Caroline County,MD,24510,Baltimore County,51.21,3
8039,Elbert County,CO,8031,Denver County,51.21,3
22093,St. James Parish,LA,22071,Orleans Parish,51.22,3
51620,Franklin city,VA,51810,Virginia Beach County,51.22,3
72111,Peñuelas Municipio,PR,72127,San Juan Municipio,51.22,3
30103,Treasure County,MT,30111,Yellowstone County,51.33,3
39007,Ashtabula County,OH,39035,Cuyahoga County,51.38,3
23017,Oxford County,ME,23005,Cumberland County,51.48,3
18041,Fayette County,IN,18097,Marion County,51.50,3
19083,Hardin County,IA,19153,Polk County,51.59,3
29186,Ste. Genevieve County,MO,29510,St. Louis County,51.63,3
9003,Hartford County,CT,9001,Fairfield County,51.67,3
30003,Big Horn County,MT,30111,Yellowstone County,51.74,3
37057,Davidson County,NC,37119,Mecklenburg County,51.76,3
13149,Heard County,GA,13121,Fulton County,51.81,3
55117,Sheboygan County,WI,55079,Milwaukee County,51.85,3
47083,Houston County,TN,47037,Davidson County,51.95,3
49043,Summit County,UT,49035,Salt Lake County,51.96,3
27093,Meeker County,MN,27053,Hennepin County,51.98,3
13139,Hall County,GA,13121,Fulton County,52.07,3
31037,Colfax County,NE,31055,Douglas County,52.11,3
72027,Camuy Municipio,PR,72127,San Juan Municipio,52.14,3
42095,Northampton County,PA,42101,Philadelphia County,52.18,3
48349,Navarro County,TX,48113,Dallas County,52.67,3
30037,Golden Valley County,MT,30111,Yellowstone County,52.78,3
13171,Lamar County,GA,13121,Fulton County,52.80,3
51181,Surry County,VA,51810,Virginia Beach County,52.80,3
37123,Montgomery County,NC,37119,Mecklenburg County,52.80,3
46027,Clay County,SD,46099,Minnehaha County,52.94,3
54087,Roane County,WV,54011,Cabell County,52.96,3
46067,Hutchinson County,SD,46099,Minnehaha County,52.98,3
19001,Adair County,IA,19153,Polk County,53.04,3
40133,Seminole County,OK,40109,Oklahoma County,53.06,3
45013,Beaufort County,SC,45019,Charleston County,53.15,3
17091,Kankakee County,IL,17031,Cook County,53.33,3
72081,Lares Municipio,PR,72127,San Juan Municipio,53.39,3
22063,Livingston Parish,LA,22071,Orleans Parish,53.61,3
13199,Meriwether County,GA,13121,Fulton County,53.69,3
26147,St. Clair County,MI,26163,Wayne County,53.76,3
13115,Floyd County,GA,13121,Fulton County,53.79,3
31039,Cuming County,NE,31055,Douglas County,53.87,3
28077,Lawrence County,MS,28049,Hinds County,53.87,3
24009,Calvert County,MD,24510,Baltimore County,54.01,3
19157,Poweshiek County,IA,19153,Polk County,54.02,3
19123,Mahaska County,IA,19153,Polk County,54.12,3
27009,Benton County,MN,27053,Hennepin County,54.40,3
22117,Washington Parish,LA,22071,Orleans Parish,54.51,3
46135,Yankton County,SD,46099,Minnehaha County,54.51,3
47041,DeKalb County,TN,47037,Davidson County,54.67,3
13129,Gordon County,GA,13121,Fulton County,54.87,3
35057,Torrance County,NM,35001,Bernalillo County,54.89,3
25001,Barnstable County,MA,25025,Suffolk County,55.49,3
28123,Scott County,MS,28049,Hinds County,55.54,3
26087,Lapeer County,MI,26163,Wayne County,55.58,3
13159,Jasper County,GA,13121,Fulton County,55.64,3
26049,Genesee County,MI,26163,Wayne County,55.67,3
27049,Goodhue County,MN,27053,Hennepin County,55.75,3
72059,Guayanilla Municipio,PR,72127,San Juan Municipio,55.93,3
34031,Passaic County,NJ,34021,Mercer County,56.05,3
51095,James City County,VA,51810,Virginia Beach County,56.11,3
34001,Atlantic County,NJ,34021,Mercer County,56.31,3
18121,Parke County,IN,18097,Marion County,56.35,3
72115,Quebradillas Municipio,PR,72127,San Juan Municipio,56.42,3
45043,Georgetown County,SC,45019,Charleston County,56.54,3
5023,Cleburne County,AR,5119,Pulaski County,56.63,3
18053,Grant County,IN,18097,Marion County,56.64,3
48467,Van Zandt County,TX,48113,Dallas County,56.65,3
72153,Yauco Municipio,PR,72127,San Juan Municipio,56.83,3
47085,Humphreys County,TN,47037,Davidson County,56.85,3
30095,Stillwater County,MT,30111,Yellowstone County,56.94,3
13157,Jackson County,GA,13121,Fulton County,56.95,3
5141,Van Buren County,AR,5119,Pulaski County,57.02,3
17063,Grundy County,IL,17031,Cook County,57.04,3
1037,Coosa County,AL,1073,Jefferson County,57.19,3
34003,Bergen County,NJ,34021,Mercer County,57.22,3
19175,Union County,IA,19153,Polk County,57.27,3
56015,Goshen County,WY,56021,Laramie County,57.28,3
48379,Rains County,TX,48113,Dallas County,57.52,3
13211,Morgan County,GA,13121,Fulton County,57.72,3
17037,DeKalb County,IL,17031,Cook County,57.78,3
48217,Hill County,TX,48113,Dallas County,57.97,3
18157,Tippecanoe County,IN,18097,Marion County,57.97,3
19135,Monroe County,IA,19153,Polk County,58.04,3
40103,Noble County,OK,40109,Oklahoma County,58.18,3
21021,Boyle County,KY,21111,Jefferson County,58.21,3
46127,Union County,SD,46099,Minnehaha County,58.25,3
29187,St. Francois County,MO,29510,St. Louis County,58.34,3
21077,Gallatin County,KY,21111,Jefferson County,58.36,3
39155,Trumbull County,OH,39035,Cuyahoga County,58.49,3
45089,Williamsburg County,SC,45019,Charleston County,58.55,3
27103,Nicollet County,MN,27053,Hennepin County,58.59,3
40049,Garvin County,OK,40109,Oklahoma County,58.66,3
18021,Clay County,IN,18097,Marion County,58.70,3
22005,Ascension Parish,LA,22071,Orleans Parish,58.76,3
55127,Walworth County,WI,55079,Milwaukee County,58.89,3
21209,Scott County,KY,21111,Jefferson County,58.92,3
5039,Dallas County,AR,5119,Pulaski County,58.93,3
34037,Sussex County,NJ,34021,Mercer County,59.07,3
38039,Griggs County,ND,38017,Cass County,59.08,3
42071,Lancaster County,PA,42101,Philadelphia County,59.13,3
31159,Seward County,NE,31055,Douglas County,59.17,3
13219,Oconee County,GA,13121,Fulton County,59.23,3
16073,Owyhee County,ID,16001,Ada County,59.28,3
26075,Jackson County,MI,26163,Wayne County,59.31,3
28129,Smith County,MS,28049,Hinds County,59.35,3
38081,Sargent County,ND,38017,Cass County,59.35,3
46077,Kingsbury County,SD,46099,Minnehaha County,59.43,3
72093,Maricao Municipio,PR,72127,San Juan Municipio,59.44,3
72131,San Sebastián Municipio,PR,72127,San Juan Municipio,59.51,3
48181,Grayson County,TX,48113,Dallas County,59.55,3
29221,Washington County,MO,29510,St. Louis County,59.56,3
48497,Wise County,TX,48113,Dallas County,59.58,3
48367,Parker County,TX,48113,Dallas County,59.70,3
21217,Taylor County,KY,21111,Jefferson County,59.76,3
53037,Kittitas County,WA,53033,King County,59.85,3
47101,Lewis County,TN,47037,Davidson County,59.85,3
28053,Humphreys County,MS,28049,Hinds County,59.86,3
18015,Carroll County,IN,18097,Marion County,59.87,3
56031,Platte County,WY,56021,Laramie County,59.90,3
51175,Southampton County,VA,51810,Virginia Beach County,59.92,3
35028,Los Alamos County,NM,35001,Bernalillo County,59.93,3
19171,Tama County,IA,19153,Polk County,59.94,3
22075,Plaquemines Parish,LA,22071,Orleans Parish,59.97,3
34033,Salem County,NJ,34021,Mercer County,59.97,3
37023,Burke County,NC,37119,Mecklenburg County,59.98,3
13187,Lumpkin County,GA,13121,Fulton County,60.08,3
1055,Etowah County,AL,1073,Jefferson County,60.13,3
28037,Franklin County,MS,28049,Hinds County,60.14,3
18177,Wayne County,IN,18097,Marion County,60.17,3
53029,Island County,WA,53033,King County,60.18,3
18071,Jackson County,IN,18097,Marion County,60.39,3
19187,Webster County,IA,19153,Polk County,60.53,3
56001,Albany County,WY,56021,Laramie County,60.68,3
40047,Garfield County,OK,40109,Oklahoma County,60.71,3
18079,Jennings County,IN,18097,Marion County,60.74,3
53067,Thurston County,WA,53033,King County,60.76,3
8123,Weld County,CO,8031,Denver County,60.81,3
50021,Rutland County,VT,50007,Chittenden County,60.81,3
26065,Ingham County,MI,26163,Wayne County,60.82,3
40015,Caddo County,OK,40109,Oklahoma County,60.92,3
20159,Rice County,KS,20173,Sedgwick County,61.09,3
40107,Okfuskee County,OK,40109,Oklahoma County,61.14,3
72083,Las Marías Municipio,PR,72127,San Juan Municipio,61.15,3
24017,Charles County,MD,24510,Baltimore County,61.17,3
30009,Carbon County,MT,30111,Yellowstone County,61.20,3
5025,Cleveland County,AR,5119,Pulaski County,61.29,3
28065,Jefferson Davis County,MS,28049,Hinds County,61.37,3
13285,Troup County,GA,13121,Fulton County,61.39,3
40011,Blaine County,OK,40109,Oklahoma County,61.40,3
47031,Coffee County,TN,47037,Davidson County,61.45,3
21099,Hart County,KY,21111,Jefferson County,61.73,3
1095,Marshall County,AL,1073,Jefferson County,61.77,3
45027,Clarendon County,SC,45019,Charleston County,61.80,3
53007,Chelan County,WA,53033,King County,61.88,3
13207,Monroe County,GA,13121,Fulton County,61.96,3
39077,Huron County,OH,39035,Cuyahoga County,61.96,3
72121,Sabana Grande Municipio,PR,72127,San Juan Municipio,62.03,3
5115,Pope County,AR,5119,Pulaski County,62.04,3
37161,Rutherford County,NC,37119,Mecklenburg County,62.15,3
72071,Isabela Municipio,PR,72127,San Juan Municipio,62.16,3
13123,Gilmer County,GA,13121,Fulton County,62.22,3
54105,Wirt County,WV,54011,Cabell County,62.23,3
